3	23
23	1
13	18
22	5
12	9
13	2
3	5
17	5
15	23
10	6
11	8
10	23
22	6
20	7
16	1
3	9
13	23
15	11
15	17
3	19
13	17
20	11
22	16
16	23
6	4
18	11
17	10
22	21
9	20
22	23
19	1
12	23
1	3
14	2
12	15
5	8
17	14
4	10
3	16
6	8
12	16
21	2
8	12
9	16
9	17
22	14
10	3
21	4
20	12
13	9
13	8
3	15
2	12
1	14
9	2
21	18
16	19
23	17
2	10
4	11
1	6
8	21
2	8
10	22
20	19
18	12
8	9
23	20
13	16
20	5
5	23
8	18
14	11
23	18
18	10
1	10
1	9
6	21
5	16
22	19
1	5
1	11
12	17
3	13
8	7
11	23
18	19
20	18
1	13
18	16
17	8
11	9
12	19
3	22
5	18
21	17
22	17
7	4
2	23
6	17
17	18
21	3
19	11
14	21
1	7
16	4
5	6
1	4
2	11
8	4
3	14
14	23
22	20
14	9
17	1
7	13
12	3
1	8
18	15
14	4
13	4
3	2
18	1
10	5
15	16
2	22
11	22
19	13
7	2
22	4
14	12
7	16
29	35
31	29
42	37
35	42
43	29
28	38
28	40
43	38
39	48
36	42
47	39
26	47
40	27
37	35
38	36
42	49
32	26
26	38
40	38
40	26
48	36
33	26
33	43
35	45
40	33
32	41
40	31
43	37
45	34
48	46
49	44
46	34
28	45
37	34
28	31
27	31
47	40
37	49
29	49
41	38
48	28
49	46
33	48
47	45
38	46
30	29
26	37
46	43
28	27
45	36
32	47
49	32
37	29
40	45
32	42
26	48
49	40
31	33
26	41
47	29
48	44
44	28
37	31
46	30
26	44
38	48
47	42
37	39
31	39
41	30
42	27
43	42
39	40
28	49
49	45
39	26
34	36
37	47
28	34
38	37
26	45
37	33
39	29
33	32
48	35
35	46
48	27
33	34
31	42
29	32
38	32
33	28
46	42
32	28
39	27
40	32
33	35
37	27
30	47
36	29
33	44
33	41
46	36
37	40
32	44
43	34
48	45
46	26
44	29
40	44
27	32
29	27
30	36
26	43
33	30
45	31
36	26
37	28
39	28
35	43
35	47
31	47
42	39
29	40
36	49
38	44
43	49
31	49
29	45
49	30
43	39
49	48
30	26
37	41
26	28
32	46
26	35
32	43
36	47
44	27
37	32
69	72
51	63
60	59
58	60
57	66
60	55
74	53
70	52
69	74
66	67
62	70
55	73
65	62
72	55
57	65
70	64
67	63
60	63
71	53
52	66
66	54
58	55
61	53
68	54
61	58
57	71
70	63
68	52
53	63
74	62
52	58
63	65
70	74
74	51
73	58
64	65
68	74
56	72
63	52
55	64
70	59
73	69
67	65
68	63
68	73
69	53
68	53
52	60
56	58
51	57
51	72
53	64
63	61
54	57
56	67
66	62
63	55
68	56
60	56
73	64
72	67
68	58
70	61
62	56
51	59
61	57
64	67
72	58
71	74
66	59
64	60
61	67
71	61
73	74
64	66
66	71
72	52
54	61
57	59
71	56
51	65
51	69
58	63
53	60
55	65
59	61
54	70
58	70
67	52
74	67
52	71
53	62
67	57
70	65
62	54
55	69
74	59
63	73
60	62
71	54
65	68
57	72
58	64
73	65
73	52
67	60
60	71
66	53
61	73
56	53
69	64
57	63
64	62
74	54
62	69
70	73
52	61
71	51
57	56
60	73
74	63
67	71
66	73
51	58
60	61
73	59
56	55
53	59
55	66
53	58
72	62
64	61
67	62
74	72
57	52
61	56
51	64
55	52
77	80
79	83
90	81
88	81
79	94
86	79
82	81
93	94
79	82
82	85
90	91
80	91
87	76
84	95
80	92
81	76
82	86
95	90
79	78
85	84
85	92
85	88
86	95
80	89
95	83
92	79
85	89
93	81
76	82
83	87
85	83
77	95
88	94
95	76
81	83
78	90
76	80
76	83
81	84
76	90
80	82
92	94
76	92
88	79
88	91
88	82
91	93
81	89
94	83
94	86
94	89
92	90
76	77
82	90
93	85
87	79
76	88
87	80
78	81
89	78
86	76
84	76
80	85
94	84
84	87
88	89
84	80
90	89
89	79
86	92
91	82
95	82
78	91
94	77
86	81
92	82
93	77
93	90
92	78
95	88
76	85
80	81
89	87
85	95
94	90
84	78
81	94
85	86
95	87
88	87
83	93
95	93
88	77
77	78
83	86
77	91
81	91
77	86
80	79
89	93
91	87
86	84
93	76
85	87
76	89
85	90
92	77
95	79
88	92
83	78
82	94
77	90
85	91
90	79
79	84
83	77
90	87
78	76
87	78
95	91
1	44
17	32
19	32
11	29
3	27
2	32
22	31
3	45
12	31
18	46
4	28
3	31
18	37
18	29
12	42
21	37
8	49
13	36
7	32
10	45
39	65
32	56
35	71
47	74
36	59
29	57
46	66
38	54
49	73
36	58
48	55
26	70
39	73
43	58
28	53
33	69
49	67
26	54
49	64
26	63
64	88
51	80
62	94
68	94
67	94
53	91
60	82
56	91
68	82
56	77
54	82
60	90
71	93
57	84
64	87
61	84
54	89
65	91
60	92
51	91
